Norte,RO,1100015,Alta Floresta D'Oeste, 570272 , 25091.18 
Norte,RO,1100023,Ariquemes, 2818049 , 25730.20 
Norte,RO,1100031,Cabixi, 167190 , 32226.25 
Norte,RO,1100049,Cacoal, 2519353 , 29331.29 
Norte,RO,1100056,Cerejeiras, 600670 , 37069.25 
Norte,RO,1100064,Colorado do Oeste, 366931 , 23605.94 
Norte,RO,1100072,Corumbiara, 268381 , 37171.83 
Norte,RO,1100080,Costa Marques, 261978 , 13936.50 
Norte,RO,1100098,Espig„o D'Oeste, 666331 , 20380.20 
Norte,RO,1100106,Guajar†-Mirim, 984586 , 21148.43 
Norte,RO,1100114,Jaru, 1665068 , 32256.26 
Norte,RO,1100122,Ji-Paran†, 4057626 , 31210.35 
Norte,RO,1100130,Machadinho D'Oeste, 700317 , 17136.50 
Norte,RO,1100148,Nova Brasil‚ndia D'Oeste, 403370 , 19687.14 
Norte,RO,1100155,Ouro Preto do Oeste, 885193 , 24769.65 
Norte,RO,1100189,Pimenta Bueno, 1361243 , 36909.05 
Norte,RO,1100205,Porto Velho, 19448762 , 36059.36 
Norte,RO,1100254,Presidente MÈdici, 464219 , 24996.99 
Norte,RO,1100262,Rio Crespo, 133580 , 35115.80 
Norte,RO,1100288,Rolim de Moura, 1397881 , 25229.33 
Norte,RO,1100296,Santa Luzia D'Oeste, 156789 , 25223.38 
Norte,RO,1100304,Vilhena, 3153000 , 30847.95 
Norte,RO,1100320,S„o Miguel do GuaporÇ, 730695 , 31663.33 
Norte,RO,1100338,Nova MamorÈ, 601910 , 19173.98 
Norte,RO,1100346,Alvorada D'Oeste, 289533 , 20525.54 
Norte,RO,1100379,Alto Alegre dos Parecis, 324544 , 24484.67 
Norte,RO,1100403,Alto ParaÌso, 396377 , 18143.32 
Norte,RO,1100452,Buritis, 781624 , 19368.23 
Norte,RO,1100502,Novo Horizonte do Oeste, 185100 , 22223.57 
Norte,RO,1100601,Cacaul‚ndia, 169164 , 26984.16 
Norte,RO,1100700,Campo Novo de RondÙnia, 331933 , 23267.45 
Norte,RO,1100809,Candeias do Jamari, 563100 , 20560.09 
Norte,RO,1100908,Castanheiras, 80415 , 26921.80 
Norte,RO,1100924,Chupinguaia, 374880 , 32677.85 
Norte,RO,1100940,Cujubim, 431849 , 16493.48 
Norte,RO,1101005,Governador Jorge Teixeira, 200590 , 26942.95 
Norte,RO,1101104,Itapu„ do Oeste, 192783 , 18116.96 
Norte,RO,1101203,Ministro Andreazza, 224922 , 23529.88 
Norte,RO,1101302,Mirante da Serra, 231692 , 21417.31 
Norte,RO,1101401,Monte Negro, 340951 , 21300.12 
Norte,RO,1101435,Nova Uni„o, 128839 , 18685.84 
Norte,RO,1101450,Parecis, 120834 , 19495.63 
Norte,RO,1101468,Pimenteiras do Oeste, 148849 , 69296.61 
Norte,RO,1101476,Primavera de RondÙnia, 66483 , 23949.20 
Norte,RO,1101484,S„o Felipe D'Oeste, 102297 , 20192.81 
Norte,RO,1101492,S„o Francisco do GuaporÇ, 397791 , 19234.60 
Norte,RO,1101500,Seringueiras, 250607 , 21146.51 
Norte,RO,1101559,TeixeirÛpolis, 97364 , 23001.25 
Norte,RO,1101609,Theobroma, 213026 , 20493.15 
Norte,RO,1101708,Urup†, 227801 , 20209.46 
Norte,RO,1101757,Vale do Anari, 180730 , 15885.58 
Norte,RO,1101807,Vale do ParaÌso, 161268 , 24228.97 
Norte,AC,1200013,Acrel‚ndia, 302445 , 19525.15 
Norte,AC,1200054,Assis Brasil, 96920 , 12864.39 
Norte,AC,1200104,BrasilÇia, 480142 , 17981.49 
Norte,AC,1200138,Bujari, 183818 , 17640.84 
Norte,AC,1200179,Capixaba, 145318 , 12101.74 
Norte,AC,1200203,Cruzeiro do Sul, 1516381 , 17024.21 
Norte,AC,1200252,Epitaciol‚ndia, 432928 , 23156.18 
Norte,AC,1200302,FeijÛ, 392931 , 11263.93 
Norte,AC,1200328,Jord„o, 84908 , 10020.96 
Norte,AC,1200336,M‚ncio Lima, 230863 , 11955.02 
Norte,AC,1200344,Manoel Urbano, 137420 , 14342.93 
Norte,AC,1200351,Marechal Thaumaturgo, 214547 , 11116.99 
Norte,AC,1200385,Pl†cido de Castro, 266954 , 13377.82 
Norte,AC,1200393,Porto Walter, 130247 , 10640.19 
Norte,AC,1200401,Rio Branco, 9579592 , 23171.69 
Norte,AC,1200427,Rodrigues Alves, 202691 , 10474.43 
Norte,AC,1200435,Santa Rosa do Purus, 84137 , 12525.97 
Norte,AC,1200450,Senador Guiomard, 357580 , 15389.06 
Norte,AC,1200500,Sena Madureira, 580935 , 12490.26 
Norte,AC,1200609,Tarauac†, 519834 , 12046.86 
Norte,AC,1200708,Xapuri, 292045 , 14903.31 
Norte,AC,1200807,Porto Acre, 243737 , 12948.19 
Norte,AM,1300029,Alvar„es, 194568 , 11995.57 
Norte,AM,1300060,Amatur†, 101978 , 8689.30 
Norte,AM,1300086,Anam„, 129932 , 9310.13 
Norte,AM,1300102,Anori, 215147 , 10017.54 
Norte,AM,1300144,ApuÌ, 272114 , 12170.22 
Norte,AM,1300201,Atalaia do Norte, 172761 , 8469.49 
Norte,AM,1300300,Autazes, 446910 , 11092.32 
Norte,AM,1300409,Barcelos, 208512 , 7544.40 
Norte,AM,1300508,Barreirinha, 313543 , 9652.53 
Norte,AM,1300607,Benjamin Constant, 349342 , 7951.34 
Norte,AM,1300631,Beruri, 182220 , 9068.84 
Norte,AM,1300680,Boa Vista do Ramos, 161512 , 8229.50 
Norte,AM,1300706,Boca do Acre, 475900 , 13740.43 
Norte,AM,1300805,Borba, 361504 , 8659.19 
Norte,AM,1300839,Caapiranga, 170630 , 12845.71 
Norte,AM,1300904,Canutama, 133412 , 8440.09 
Norte,AM,1301001,Carauari, 358947 , 12591.08 
Norte,AM,1301100,Careiro, 363553 , 9480.38 
Norte,AM,1301159,Careiro da V†rzea, 374141 , 12129.31 
Norte,AM,1301209,Coari, 1923312 , 22387.52 
Norte,AM,1301308,Codaj†s, 498998 , 17107.74 
Norte,AM,1301407,EirunepÇ, 503011 , 14089.95 
Norte,AM,1301506,Envira, 178196 , 8738.08 
Norte,AM,1301605,Fonte Boa, 197082 , 11589.68 
Norte,AM,1301654,Guajar†, 147404 , 8703.05 
Norte,AM,1301704,Humait†, 780803 , 13907.15 
Norte,AM,1301803,Ipixuna, 193678 , 6363.46 
Norte,AM,1301852,Iranduba, 728072 , 14855.29 
Norte,AM,1301902,Itacoatiara, 2273856 , 22140.55 
Norte,AM,1301951,Itamarati, 107511 , 13758.73 
Norte,AM,1302009,Itapiranga, 134222 , 14541.96 
Norte,AM,1302108,Japur†, 63134 , 28047.08 
Norte,AM,1302207,Juru†, 122261 , 8093.56 
Norte,AM,1302306,JutaÌ, 252836 , 18207.98 
Norte,AM,1302405,L†brea, 555876 , 11856.93 
Norte,AM,1302504,Manacapuru, 1432602 , 14543.88 
Norte,AM,1302553,Manaquiri, 274502 , 8305.92 
Norte,AM,1302603,Manaus, 91768773 , 41345.11 
Norte,AM,1302702,ManicorÇ, 621351 , 10981.24 
Norte,AM,1302801,Mara„, 148833 , 8150.30 
Norte,AM,1302900,MauÈs, 566046 , 8703.05 
Norte,AM,1303007,Nhamund†, 185703 , 8660.31 
Norte,AM,1303106,Nova Olinda do Norte, 293963 , 7730.57 
Norte,AM,1303205,Novo Air„o, 174377 , 8750.36 
Norte,AM,1303304,Novo Aripuan„, 219610 , 8431.61 
Norte,AM,1303403,Parintins, 1320760 , 11448.73 
Norte,AM,1303502,Pauini, 175118 , 8970.30 
Norte,AM,1303536,Presidente Figueiredo, 829590 , 22304.99 
Norte,AM,1303569,Rio Preto da Eva, 374582 , 10982.88 
Norte,AM,1303601,Santa Isabel do Rio Negro, 157255 , 6079.84 
Norte,AM,1303700,Santo AntÙnio do IÁ·†, 208668 , 9822.89 
Norte,AM,1303809,S„o Gabriel da Cachoeira, 376615 , 8133.70 
Norte,AM,1303908,S„o Paulo de OlivenÁ·a, 302142 , 7539.80 
Norte,AM,1303957,S„o Sebasti„o do Uatum„, 127921 , 8913.14 
Norte,AM,1304005,Silves, 133809 , 14497.22 
Norte,AM,1304062,Tabatinga, 653294 , 9724.24 
Norte,AM,1304104,Tapau†, 218778 , 12857.93 
Norte,AM,1304203,TefÈ, 941549 , 15811.86 
